license_type,application_classification,approved_license_type,approved_license_stages,commence_operations_date,lic_status,license_number,business_name,establishment_city,establishment_state,establishment_zipcode,latitude,longitude,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,ein_tin,application_number,submitted_date,first_compliance_review_date,lic_fee_payment_submitted_date,priority,fee_waiver_request,fee_waiver_ee_or_se_number,ee_priority_status,ee_priority_number_from_account,ee_priority_number_from_application,rmd_priority_status,rmd_priority_number_from_account,rmd_priority_number_from_application,dbe,cultivation_environment,cultivation_tier,cnb_dt_of_final_licensure,application_created_date,cnb_deemed_complete_date,application_approved_date,lic_start_date,lic_expiration_date,establishment_address,establishment_address_2,establishment_county,pmt_amount,lic_fee_amount,zip,town,county,county_lat,county_long,region,cccupdatedate,licensing_authority_id,licensing_authority,business_structure,business_email,business_owner_name,parcel_number,issue_date,expiration_date,business_image_url,business_website,business_phone
Marijuana Product Manufacturer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MP281751,Mainely Productions LLC,Uxbridge,MA,01569,42.062411,-71.669276,660 Douglas St,Suite 600,Uxbridge,MA,01569,POINT (-71.840209 42.329642),POINT (-71.669275 42.0624109),11 Upton St,Apt 4,Boston,MA,02118,83-4608346,MPN281751,Fri Jun 12 2020 10:05:19 GMT-0400 (Eastern Daylight Time),Thu Feb 13 2020 00:00:00 GMT-0500 (Eastern Standard Time),Sun Jan 17 2021 10:13:33 GMT-0500 (Eastern Standard Time),False,no,,,,,,,,Not a DBE,,,,Mon Aug 26 2019 08:41:53 GMT-0400 (Eastern Daylight Time),Fri Jun 12 2020 10:27:12 GMT-0400 (Eastern Daylight Time),Thu Aug 06 2020 14:12:05 GMT-0400 (Eastern Daylight Time),Thu Jan 12 2023 03:00:00 GMT-0500 (Eastern Standard Time),Mon Jan 22 2024 03:00:00 GMT-0500 (Eastern Standard Time),660 Douglas St,N/A,Worcester County,300,10000,01569,Uxbridge,Worcester,42.329642,-71.840209,Central MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Courier Pre-Certification,Expedited Review - Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PDO103595,"Mobile ReLeaf, LLC",N/A,,N/A,,,14 West Fountain Street,,Milford,MA,01757,,,14 West Fountain Street,,Milford,MA,01757,88-1061781,PDOA103595,Tue Mar 15 2022 18:10:57 GMT-0400 (Eastern Daylight Time),Thu Mar 24 2022 12:08:19 GMT-0400 (Eastern Daylight Time),,False,,SE306343,,,,,,,Not a DBE,,,,Sun Mar 13 2022 16:44:42 GMT-0400 (Eastern Daylight Time),Fri Mar 25 2022 15:57:16 GMT-0400 (Eastern Daylight Time),Mon Mar 28 2022 07:58:05 GMT-0400 (Eastern Daylight Time),Mon Mar 28 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Mar 28 2024 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR284710,Green Adventure LLC,Palmer,MA,01069,42.151972,-72.314714,1240 Park Street,,Palmer,MA,01069,POINT (-72.571312 42.12756),POINT (-72.314713 42.1519720),14 West Street,,Ware,MA,01082,87-2823276,MRN284710,Thu Feb 09 2023 12:21:52 GMT-0500 (Eastern Standard Time),Wed Nov 23 2022 16:42:32 GMT-0500 (Eastern Standard Time),,False,no,,,,,,,,Not a DBE,,,,Wed Jun 29 2022 17:12:40 GMT-0400 (Eastern Daylight Time),Fri Feb 10 2023 09:34:06 GMT-0500 (Eastern Standard Time),Thu Mar 09 2023 12:39:55 GMT-0500 (Eastern Standard Time),Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Apr 14 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1240 Park St,N/A,Hampden County,1500,10000,01069,Palmer,Hampden,42.12756,-72.571312,Western MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Cultivator,Expedited Review - DBE Status,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC282733,Spencer House LLC,Chester,MA,01011,42.276251,-72.972564,215 Johnson Hill Road,,Washington,MA,01223,POINT (-72.571312 42.12756),POINT (-72.972564 42.2762510),215 Johnson Hill Road,,Washington,MA,01223,35-2570314,MCN282733,Fri May 29 2020 10:28:26 GMT-0400 (Eastern Daylight Time),Thu May 28 2020 08:34:37 GMT-0400 (Eastern Daylight Time),,False,no,,,,,,,,Woman-Owned Business,Indoor,"Tier 01: up to 5,000 square feet",,Thu Apr 09 2020 14:37:29 GMT-0400 (Eastern Daylight Time),Thu Jun 11 2020 14:39:34 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 13:50:17 GMT-0400 (Eastern Daylight Time),Thu Apr 08 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Apr 08 2022 04:00:00 GMT-0400 (Eastern Daylight Time),1 Bay State Dr,18 Bay State Drive,Hampden County,200,1250,01011,Chester,Hampden,42.12756,-72.571312,Western MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Cultivator,Expedited Review - License Type,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC283582,"LC Square, LLC.",Adams,MA,01220,42.654906,-73.109057,14 Fox Hill Drive,,Natick,MA,01760,POINT (-73.209889 42.396128),POINT (-73.109057 42.6549059),14 Fox Hill Drive,,Natick,MA,01760,83-0683727,MCN283582,Wed Sep 29 2021 22:20:17 GMT-0400 (Eastern Daylight Time),Fri Sep 10 2021 11:08:13 GMT-0400 (Eastern Daylight Time),,False,no,,,,,,,,Not a DBE,Outdoor,"Tier 09: 70,001 to 80,000 sq. ft",,Sun Aug 29 2021 15:21:15 GMT-0400 (Eastern Daylight Time),Fri Oct 08 2021 10:41:36 GMT-0400 (Eastern Daylight Time),Thu Jan 20 2022 15:39:24 GMT-0500 (Eastern Standard Time),Fri Mar 11 2022 03:00:00 GMT-0500 (Eastern Standard Time),Sat Mar 11 2023 03:00:00 GMT-0500 (Eastern Standard Time),173 Howland Ave,N/A,Berkshire County,1500,20000,01220,Adams,Berkshire,42.396128,-73.209889,Western MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,10/27/2020,COMPLETE,MR282236,NS AJO Holdings Inc.,Fitchburg,MA,01420,42.551507,-71.847296,67 Dana Street,Unit 1,Cambridge,MA,02138,POINT (-71.840209 42.329642),POINT (-71.847296 42.5515070),67 Dana Street,Unit 1,Cambridge,MA,02138,85-5166002,MRN282236,Sat Dec 14 2019 17:14:13 GMT-0500 (Eastern Standard Time),Wed Mar 06 2019 00:00:00 GMT-0500 (Eastern Standard Time),,True,,,,,,APPROVED,RP201991,RPA201991,Not a DBE,,,Thu Sep 10 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Dec 29 2018 12:38:17 GMT-0500 (Eastern Standard Time),Mon Dec 16 2019 00:00:00 GMT-0500 (Eastern Standard Time),Thu Mar 05 2020 12:22:52 GMT-0500 (Eastern Standard Time),Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sat May 18 2024 04:00:00 GMT-0400 (Eastern Daylight Time),20 Authority Dr,N/A,Worcester County,300,10000,01420,Fitchburg,Worcester,42.329642,-71.840209,Central MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Craft Marijuana Cooperative,Expedited Review - License Type,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,CO281452,Mass Cannabis Growers Cooperative,N/A,MA,N/A,42.15652,-71.489592,62 Main St - Bldg #3,,Hatifled,MA,01038,,POINT (-71.489592 42.15652),PO Box 704,,Hatfield,MA,01038,84-2079381,CON281452,Fri Jun 18 2021 14:34:32 GMT-0400 (Eastern Daylight Time),Wed Dec 09 2020 12:49:03 GMT-0500 (Eastern Standard Time),,False,no,,,,,,,,Not a DBE,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,Mon Jun 10 2019 15:03:22 GMT-0400 (Eastern Daylight Time),Fri Jun 25 2021 14:29:28 GMT-0400 (Eastern Daylight Time),Fri Sep 17 2021 12:30:31 GMT-0400 (Eastern Daylight Time),Thu Mar 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sun Mar 10 2024 04:00:00 GMT-0400 (Eastern Daylight Time),,N/A,,600,5000,,,,,,,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,9/17/2021,COMPLETE,MR282770,"Heka, Inc.",Westfield,MA,01085,42.14407,-72.726053,98 Sgt. TM Dion Way,,Westfield,MA,01085,POINT (-72.571312 42.12756),POINT (-72.726052 42.1440699),98 Sgt. TM Dion Way,,Westfield,MA,01085,32-0555210,MRN282770,Mon Nov 25 2019 14:32:25 GMT-0500 (Eastern Standard Time),Wed Aug 07 2019 00:00:00 GMT-0400 (Eastern Daylight Time),,True,,,,,,APPROVED,RP201937,RP201937,Not a DBE,,,Thu Jul 15 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Jun 10 2019 10:19:11 GMT-0400 (Eastern Daylight Time),Wed Nov 27 2019 00:00:00 GMT-0500 (Eastern Standard Time),Fri Feb 07 2020 09:16:03 GMT-0500 (Eastern Standard Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jul 17 2024 04:00:00 GMT-0400 (Eastern Daylight Time),98 Sgt Tm Dion Way,N/A,Hampden County,300,10000,01085,Westfield,Hampden,42.12756,-72.571312,Western MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Expedited Review - DBE Status,COMMENCE OPS,COMMENCE OPS,11/30/2021,COMPLETE,MR283143,Uma Flowers LLC,Pepperell,MA,01463,42.666424,-71.572797,109 Raffaele Drive,,Waltham,MA,02452,POINT (-71.275566 42.459085),POINT (-71.572796 42.6664239),109 Raffaele Drive,,Waltham,MA,02452,84-3613796,MRN283143,Mon May 11 2020 10:56:16 GMT-0400 (Eastern Daylight Time),Thu Mar 19 2020 00:00:00 GMT-0400 (Eastern Daylight Time),,False,,,,,,,,,Woman-Owned Business | Minority-Owned Business,,,Thu Oct 14 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Nov 23 2019 14:58:34 GMT-0500 (Eastern Standard Time),Thu May 21 2020 14:42:02 GMT-0400 (Eastern Daylight Time),Thu Aug 06 2020 14:56:16 GMT-0400 (Eastern Daylight Time),Thu Jan 12 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sun Jan 21 2024 03:00:00 GMT-0500 (Eastern Standard Time),2 Tarbell St,N/A,Middlesex County,1500,10000,01463,Pepperell,Middlesex,42.459085,-71.275566,Central MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Cultivator,General Applicant,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MC283626,"Hardwick Mill Greenery, Inc.",Hardwick,MA,01031,42.312141,-72.208759,94 Main St,,Hardwick,MA,01031,POINT (-71.840209 42.329642),POINT (-72.208759 42.3121409),15 Stone Crest Drive,,Braintree,MA,02184,86-3124077,MCN283626,Thu Dec 23 2021 09:32:33 GMT-0500 (Eastern Standard Time),Wed Nov 10 2021 10:21:18 GMT-0500 (Eastern Standard Time),,False,no,,,,,,,,Not a DBE,Indoor,"Tier 06: 40,001 to 50,000 sq. ft",,Thu Oct 14 2021 09:19:32 GMT-0400 (Eastern Daylight Time),Thu Dec 23 2021 14:39:57 GMT-0500 (Eastern Standard Time),Mon Feb 14 2022 16:15:35 GMT-0500 (Eastern Standard Time),,,94 Main St,N/A,Worcester County,2000,,01031,Gilbertville,Worcester,42.329642,-71.840209,,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Cultivator,Priority Review - MTC Priority,FINAL LICENSE,FINAL LICENSE,,COMPLETE,MC281276,"Apothca, Inc",Fitchburg,MA,01420,42.551277,-71.859666,99 Development Rd,,Fitchburg,MA,01420,POINT (-71.840209 42.329642),POINT (-71.859666 42.5512769),99 Development Rd,,Fitchburg,MA,01420,81-4591516,MCN281276,Wed Nov 14 2018 15:43:36 GMT-0500 (Eastern Standard Time),Fri Aug 03 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Feb 07 2019 16:11:18 GMT-0500 (Eastern Standard Time),True,,,,,,APPROVED,RP201880,RPA201880,Not a DBE,Indoor,"Tier 05: 30,001 to 40,000 sq. ft",Thu Apr 09 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Apr 19 2018 14:36:02 GMT-0400 (Eastern Daylight Time),Thu Oct 18 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Feb 07 2019 14:57:05 GMT-0500 (Eastern Standard Time),Thu Jan 14 2021 03:00:00 GMT-0500 (Eastern Standard Time),Mon Feb 07 2022 03:00:00 GMT-0500 (Eastern Standard Time),99 Development Rd,N/A,Worcester County,600,10000,01420,Fitchburg,Worcester,42.329642,-71.840209,Central MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,7/28/2023,COMPLETE,MR281657,"Atlantic Medicinal Partners, Inc.",Salem,MA,01970,42.501785,-70.924032,297 Highland Ave,,Salem,MA,01970,POINT (-70.970827 42.635475),POINT (-70.924031 42.5017849),329 Washington Street,,Woburn,MA,01801,82-0991316,MRN281657,Wed Feb 13 2019 16:56:59 GMT-0500 (Eastern Standard Time),Thu Jan 24 2019 00:00:00 GMT-0500 (Eastern Standard Time),Thu Apr 18 2019 10:24:55 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201846,RP201846,Not a DBE,,,Thu Jun 08 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Jun 26 2018 17:51:15 GMT-0400 (Eastern Daylight Time),Thu Feb 14 2019 00:00:00 GMT-0500 (Eastern Standard Time),Thu Apr 04 2019 16:30:02 GMT-0400 (Eastern Daylight Time),Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Oct 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),297 Highland Ave,N/A,Essex County,300,5000,01970,Salem,Essex,42.635475,-70.970827,Northeast,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Courier Pre-Certification,Priority Review - Economic Empowerment Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PDO103194,Mass Greenwoods LLC,N/A,,N/A,,,31 Greenwood Street,,Dorchester,MA,02121,,,31 Greenwood st,Unit 2,Dorchester,MA,02121,82-5117556,PDOA103194,Tue Jul 06 2021 08:38:37 GMT-0400 (Eastern Daylight Time),Fri Jun 25 2021 13:14:32 GMT-0400 (Eastern Daylight Time),,True,,SE303621,APPROVED,EE202118,,,,,Not a DBE,,,,Wed Aug 26 2020 17:30:29 GMT-0400 (Eastern Daylight Time),Mon Jul 19 2021 07:41:36 GMT-0400 (Eastern Daylight Time),Mon Jul 19 2021 07:41:46 GMT-0400 (Eastern Daylight Time),Mon Jul 19 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jul 19 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,7/20/2021,COMPLETE,MR282038,"ACK Natural, LLC",Nantucket,MA,02554,41.262289,-70.058216,"50 Commonwealth Ave, Suite 1",,Boston,MA,02108,POINT (-70.09089 41.276758),POINT (-70.058216 41.2622890),"50 Commonwealth Ave, Suite 1",,Boston,MA,02108,82-4569245,MRN282038,Tue Mar 24 2020 10:25:46 GMT-0400 (Eastern Daylight Time),Wed Feb 12 2020 00:00:00 GMT-0500 (Eastern Standard Time),Tue Feb 09 2021 18:20:36 GMT-0500 (Eastern Standard Time),False,,,,,,,,,Not a DBE,,,Thu May 13 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Nov 09 2018 15:57:56 GMT-0500 (Eastern Standard Time),Tue Dec 01 2020 12:11:48 GMT-0500 (Eastern Standard Time),Thu Jan 14 2021 15:16:06 GMT-0500 (Eastern Standard Time),Thu Mar 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sun Mar 10 2024 04:00:00 GMT-0400 (Eastern Daylight Time),12 Spearhead Rd,N/A,Nantucket County,300,10000,02554,Nantucket,Nantucket,41.276758,-70.09089,Southeast and Cape,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR283093,Green River Cannabis Company Inc.,Attleboro,MA,02703,41.90305,-71.338804,1815 County Street,,Attleboro,MA,02703,POINT (-71.102131 41.778329),POINT (-71.338803 41.90305),30 Washington St.,,Attleboro,MA,02703,83-3185115,MRN283093,Thu Apr 15 2021 23:35:24 GMT-0400 (Eastern Daylight Time),Thu Jun 04 2020 14:50:11 GMT-0400 (Eastern Daylight Time),,False,no,,,,,,,,Not a DBE,,,,Wed Oct 30 2019 11:14:19 GMT-0400 (Eastern Daylight Time),Fri Apr 16 2021 08:32:25 GMT-0400 (Eastern Daylight Time),Tue Jun 22 2021 10:56:02 GMT-0400 (Eastern Daylight Time),Wed Nov 24 2021 03:00:00 GMT-0500 (Eastern Standard Time),Thu Nov 24 2022 03:00:00 GMT-0500 (Eastern Standard Time),1815 County St,N/A,Bristol County,1500,10000,02703,Attleboro,Bristol,41.778329,-71.102131,Southeast and Cape,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Product Manufacturer,Expedited Review - Social Equity Participant,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MP282240,Motah 420 LLC,Adams,MA,01220,42.637327,-73.112068,6 RENFREW ST,,ADAMS,MA,01220,POINT (-73.209889 42.396128),POINT (-73.112067 42.6373269),6 RENFREW ST,,ADAMS,MA,01220,88-1082028,MPN282240,Fri Jan 06 2023 11:45:23 GMT-0500 (Eastern Standard Time),Thu Nov 17 2022 13:32:24 GMT-0500 (Eastern Standard Time),,False,yes,SE305091,,,,,,,Not a DBE,,,,Thu Oct 20 2022 13:57:37 GMT-0400 (Eastern Daylight Time),Fri Jan 06 2023 11:56:08 GMT-0500 (Eastern Standard Time),Thu Mar 09 2023 12:46:12 GMT-0500 (Eastern Standard Time),,,6 Renfrew St,N/A,Berkshire County,,,01220,Adams,Berkshire,42.396128,-73.209889,Western MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Delivery Operator Pre-Certification,Priority Review - Economic Empowerment Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PMD5812,"Community Growth Partners Delivery, Inc.",N/A,,N/A,,,20 Ladd Avenue,,Northampton,MA,01062,,,783 S Main Street,,Great Barrington,MA,01230,87-1915131,PMDA5812,Tue Sep 14 2021 14:36:54 GMT-0400 (Eastern Daylight Time),Mon Aug 30 2021 13:48:11 GMT-0400 (Eastern Daylight Time),,False,,EE202207,INCOMPLETE,EE202038,,,,,Not a DBE,,,,Fri May 28 2021 12:26:39 GMT-0400 (Eastern Daylight Time),Fri Sep 24 2021 07:18:42 GMT-0400 (Eastern Daylight Time),Mon Sep 27 2021 07:19:07 GMT-0400 (Eastern Daylight Time),Mon Sep 27 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Sep 27 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Courier,Priority Review - Economic Empowerment Priority,COMMENCE OPS,COMMENCE OPS,9/13/2022,COMPLETE,DO100137,Healing Calyx LLC,Holyoke,,01040,,,380 Dwight Street,Suite 5,Holyoke,MA,01040,POINT (-72.571312 42.12756),,40 Rhodes Circle,,Hingham,MA,02043,82-3974166,DOA100137,Thu Nov 04 2021 13:31:46 GMT-0400 (Eastern Daylight Time),Thu Sep 30 2021 09:22:59 GMT-0400 (Eastern Daylight Time),,False,,EE201902,,,,,,,Not a DBE,,,Thu Jun 09 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Apr 09 2021 14:22:18 GMT-0400 (Eastern Daylight Time),Fri Nov 05 2021 10:56:01 GMT-0400 (Eastern Daylight Time),Thu Jan 20 2022 15:37:53 GMT-0500 (Eastern Standard Time),Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Apr 14 2024 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,01040,Holyoke,Hampden,42.12756,-72.571312,Western MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Product Manufacturer,Expedited Review - DBE Status,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MP281965,GTE Millis LLC,Millis,MA,02054,42.158234,-71.383919,120 Bergeron Way,,Stoughton,MA,02072,POINT (-71.15444 42.199156),POINT (-71.383919 42.158234),120 Bergeron Way,,Stoughton,MA,02072,85-2825603,MPN281965,Mon Feb 08 2021 15:50:34 GMT-0500 (Eastern Standard Time),Wed Jan 27 2021 11:51:38 GMT-0500 (Eastern Standard Time),,False,no,,,,,,,,Minority-Owned Business,,,,Wed Oct 14 2020 15:57:50 GMT-0400 (Eastern Daylight Time),Thu Feb 11 2021 13:43:20 GMT-0500 (Eastern Standard Time),Thu Mar 11 2021 13:48:48 GMT-0500 (Eastern Standard Time),,,1480 Main St,N/A,Norfolk County,1500,,02054,Millis,Norfolk,42.199156,-71.15444,Central MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Cultivator,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,8/5/2020,COMPLETE,MC282237,Caregiver-Patient Connection LLC,Barre,MA,01005,42.383666,-72.08678,295 Vernon Ave.,,Barre,MA,01005,POINT (-71.840209 42.329642),POINT (-72.086780 42.3836659),"910 Boston Post Rd., #310",,Marlboro,MA,01752,83-3954417,MCN282237,Mon Dec 09 2019 13:37:03 GMT-0500 (Eastern Standard Time),Thu Aug 22 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Mon Jan 13 2020 11:54:55 GMT-0500 (Eastern Standard Time),True,,,,,,APPROVED,RP201819,RPA201819,Woman-Owned Business,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",Thu May 07 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Jun 25 2019 15:43:13 GMT-0400 (Eastern Daylight Time),Tue Oct 08 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jan 09 2020 11:17:24 GMT-0500 (Eastern Standard Time),Thu Dec 08 2022 03:00:00 GMT-0500 (Eastern Standard Time),Mon Jan 22 2024 03:00:00 GMT-0500 (Eastern Standard Time),295 Vernon Ave,N/A,Worcester County,400,2500,01005,Barre,Worcester,42.329642,-71.840209,Central MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,6/8/2020,COMPLETE,MR282578,"HVV Massachusetts, Inc.",Gloucester,MA,01930,42.628545,-70.645381,38 Great Republic Drive,,Gloucester,MA,01930,POINT (-70.970827 42.635475),POINT (-70.645381 42.6285450),39 Country Club Way,,Ipswich,MA,01938,82-4995668,MRN282578,Fri May 24 2019 17:04:41 GMT-0400 (Eastern Daylight Time),Mon May 06 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Wed Sep 25 2019 16:06:23 GMT-0400 (Eastern Daylight Time),True,,,,,,,,RP201813,Not a DBE,,,Thu Apr 09 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Apr 04 2019 15:01:05 GMT-0400 (Eastern Daylight Time),Fri Jun 07 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Fri Sep 13 2019 11:37:47 GMT-0400 (Eastern Daylight Time),Thu Aug 11 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 01 2023 04:00:00 GMT-0400 (Eastern Daylight Time),38 Great Republic Dr,N/A,Essex County,300,5000,01930,Gloucester,Essex,42.635475,-70.970827,Northeast,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Courier Pre-Certification,Expedited Review - Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PDO103525,Green Speed Delivery LLC,N/A,,N/A,,,226 South Main Street,,Fall River,MA,02721,,,"226 South Main Street, Suite #6",,Fall River,MA,02721,87-0930605,PDOA103525,Wed Sep 08 2021 14:32:53 GMT-0400 (Eastern Daylight Time),Wed Sep 08 2021 09:32:51 GMT-0400 (Eastern Daylight Time),,False,,SE305147,,,,,,,Not a DBE,,,,Wed Jun 30 2021 15:19:30 GMT-0400 (Eastern Daylight Time),Mon Sep 20 2021 07:27:59 GMT-0400 (Eastern Daylight Time),Tue Sep 21 2021 07:28:21 GMT-0400 (Eastern Daylight Time),Tue Sep 21 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Sep 21 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Courier Pre-Certification,Expedited Review - Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PDO103040,Treevit LLC,N/A,,N/A,,,129 Moxon St,,Springfield,MA,01151,,,129 Moxon St,,Springfield,MA,01151,84-2597298,PDOA103040,Thu Jun 11 2020 16:26:28 GMT-0400 (Eastern Daylight Time),Wed Jun 10 2020 11:42:30 GMT-0400 (Eastern Daylight Time),,False,,SE303820,,,,,,,Not a DBE,,,,Thu May 28 2020 20:01:03 GMT-0400 (Eastern Daylight Time),Fri Jun 19 2020 14:18:18 GMT-0400 (Eastern Daylight Time),Tue Jun 30 2020 09:41:15 GMT-0400 (Eastern Daylight Time),Tue Jun 30 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Jun 30 2022 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
