business_dba_name,premise_city,premise_county,premise_street_address,premise_zip_code,licensing_authority_id,licensing_authority,license_status,license_designation,premise_state,business_image_url,license_status_date,license_term,issue_date,expiration_date,business_email,business_owner_name,business_structure,business_website,activity,business_phone,parcel_number,business_legal_name,data_refreshed_date,license_number,license_type,id,premise_latitude,premise_longitude
Kaleafa Gresham,Gresham,Multnomah,1450 Se Orient Drive,97080,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,KALEAFA GRESHAM,2023-05-02T00:00:00,050 10051364EB2,Recreational Retailer,050 10051364EB2,45.4863838,-122.3971055
Nectar,Gresham,Multnomah,505 Nw Burnside,97030,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,NECTAR,2023-05-02T00:00:00,050 10001759551,Recreational Retailer,050 10001759551,45.5107775,-122.4370704
Nectar,Gresham,Multnomah,407 Se 162Nd Ave,97233,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,NECTAR,2023-05-02T00:00:00,050 10001759551,Recreational Retailer,050 10001759551,45.5198749,-122.4969795
Nectar; Nectar Markets,Gresham,Multnomah,2445 Se 3Rd St,97080,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,NECTAR; NECTAR MARKETS,2023-05-02T00:00:00,050 10166519CEB,Recreational Retailer,050 10166519CEB,45.4973991,-122.4076554
Swed.Co,Gresham,Multnomah,2058 Nw Burnside,97030,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,SWED.CO,2023-05-02T00:00:00,050 1004330B65D,Recreational Retailer,050 1004330B65D,45.514242,-122.4535661
4.0 Belmont,Portland,Multnomah,4011 Se Belmont St.,97214,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,4.0 BELMONT,2023-05-02T00:00:00,050 10054963D9C,Recreational Retailer,050 10054963D9C,45.5167329,-122.6213537
Adna Retail Oregon Llc,Portland,Multnomah,12550 Se Division St,97236,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,ADNA RETAIL OREGON LLC,2023-05-02T00:00:00,050 1023045DDCD,Recreational Retailer,050 1023045DDCD,45.5037663,-122.5336184
Alternative Remedies,Portland,Multnomah,8109 Se Flavel,97206,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,ALTERNATIVE REMEDIES,2023-05-02T00:00:00,050 1000821199B,Recreational Retailer,050 1000821199B,45.4688257,-122.5802249
Alternative Solutions,Portland,Multnomah,13560 Se Powell Blvd.,97236,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,ALTERNATIVE SOLUTIONS ,2023-05-02T00:00:00,050 10009640876,Recreational Retailer,050 10009640876,45.4975957,-122.5239329
Amberlight Cannabis House,Portland,Multnomah,2407 Se 49Th Ave,97206,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,AMBERLIGHT CANNABIS HOUSE,2023-05-02T00:00:00,050 1014138FB3D,Recreational Retailer,050 1014138FB3D,45.5050959,-122.6122374
Americanna Rx,Portland,Multnomah,8654 Ne Sandy Blvd,97220,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,AMERICANNA RX,2023-05-02T00:00:00,050 1003040668A,Recreational Retailer,050 1003040668A,45.5542903,-122.5735224
Arcanna,Portland,Multnomah,4605 Ne Fremont St Suite 105,97213,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,ARCANNA,2023-05-02T00:00:00,050 1016538BD86,Recreational Retailer,050 1016538BD86,45.5484307,-122.6157258
Archive Portland,Portland,Multnomah,10645 Se Henry Street Suite B,97266,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,ARCHIVE PORTLAND,2023-05-02T00:00:00,050 100089293F9,Recreational Retailer,050 100089293F9,45.4767555,-122.5532534
Arise Cannabis,Portland,Multnomah,1035 Se Tacoma Street Unit A,97202,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,ARISE CANNABIS,2023-05-02T00:00:00,050 10237733790,Recreational Retailer,050 10237733790,45.4645449,-122.6552115
Ascend Dispensary,Portland,Multnomah,13836 & 13826 Ne Sandy Blvd,97230,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,ASCEND DISPENSARY,2023-05-02T00:00:00,050 1013413CA5B,Recreational Retailer,050 1013413CA5B,45.5534626,-122.5206833
Attis Trading Company,Portland,Multnomah,7737 Sw Barbur Blvd,97219,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,ATTIS TRADING COMPANY,2023-05-02T00:00:00,050 1005117D2A6,Recreational Retailer,050 1005117D2A6,45.4688952,-122.6925977
Attis Trading Company,Portland,Multnomah,4920 Ne Cully Blvd,97218,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,ATTIS TRADING COMPANY,2023-05-02T00:00:00,050 1005117D2A6,Recreational Retailer,050 1005117D2A6,45.5587303,-122.5978595
Attis Trading Company,Portland,Multnomah,"2606 Se Gladstone St, #101",97202,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,ATTIS TRADING COMPANY,2023-05-02T00:00:00,050 1005117D2A6,Recreational Retailer,050 1005117D2A6,45.4930467,-122.6393
Belmont Collective,Portland,Multnomah,2036 Se Belmont St,97214,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,BELMONT COLLECTIVE,2023-05-02T00:00:00,050 1000942FDE4,Recreational Retailer,050 1000942FDE4,45.5162474,-122.6447665
Big Medicine Botanicals Llc,Portland,Multnomah,5594 Ne Columbia Blvd,97218,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,BIG MEDICINE BOTANICALS LLC,2023-05-02T00:00:00,050 1011885C837,Recreational Retailer,050 1011885C837,45.5692738,-122.6054039
Blue Dream Cannabis & Vintage,Portland,Multnomah,1436 Se Powell Blvd,97202,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,BLUE DREAM CANNABIS & VINTAGE,2023-05-02T00:00:00,050 1018267C84D,Recreational Retailer,050 1018267C84D,45.4997453,-122.6506313
Bridge City Collective,Portland,Multnomah,4312 N Williams Ave,97217,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,BRIDGE CITY COLLECTIVE,2023-05-02T00:00:00,050 10041989EBF,Recreational Retailer,050 10041989EBF,45.5548984,-122.6663956
Bridge City Collective,Portland,Multnomah,215 Se Grand Avenue,97214,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,BRIDGE CITY COLLECTIVE,2023-05-02T00:00:00,050 10041989EBF,Recreational Retailer,050 10041989EBF,45.521209,-122.6610497
Broadway Cannabis Market,Portland,Multnomah,427 Nw Broadway Ave,97209,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,BROADWAY CANNABIS MARKET,2023-05-02T00:00:00,050 101040688B0,Recreational Retailer,050 101040688B0,45.52636280000001,-122.677948
Broadway Cannabis Market,Portland,Multnomah,219 Sw Broadway,97205,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,BROADWAY CANNABIS MARKET,2023-05-02T00:00:00,050 101040688B0,Recreational Retailer,050 101040688B0,45.5224687,-122.6782954
Brothers Cannabis,Portland,Multnomah,3609 Se Division St,97202,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,BROTHERS CANNABIS,2023-05-02T00:00:00,050 100288253F9,Recreational Retailer,050 100288253F9,45.5049336,-122.6261699
Brothers Cannabis,Portland,Multnomah,1328 Se Morrison St.,97214,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,BROTHERS CANNABIS,2023-05-02T00:00:00,050 100288253F9,Recreational Retailer,050 100288253F9,45.5169485,-122.6520865
Brothers Cannabis,Portland,Multnomah,1639 Se Flavel,97202,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,BROTHERS CANNABIS,2023-05-02T00:00:00,050 100288253F9,Recreational Retailer,050 100288253F9,45.47103509999999,-122.6486609
Budlandia,Portland,Multnomah,16440 Se Division St Suite B,97236,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,BUDLANDIA,2023-05-02T00:00:00,050 10007839141,Recreational Retailer,050 10007839141,45.5042918,-122.4940437
Budlandia,Portland,Multnomah,8135 Se Woodward St,97206,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,BUDLANDIA,2023-05-02T00:00:00,050 10007839141,Recreational Retailer,050 10007839141,45.50160349999999,-122.5791214
Budlandia,Portland,Multnomah,7536 Ne Martin Luther King Blvd,97211,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,BUDLANDIA,2023-05-02T00:00:00,050 10007839141,Recreational Retailer,050 10007839141,45.5778522,-122.6609394
Buzz Box,Portland,Multnomah,6611 Se Powell Blvd,97206,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,BUZZ BOX,2023-05-02T00:00:00,050 1014534AF69,Recreational Retailer,050 1014534AF69,45.4978041,-122.5952366
Ca,Portland,Multnomah,2812 Ne Sandy Blvd,97232,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,CA,2023-05-02T00:00:00,050 10173621447,Recreational Retailer,050 10173621447,45.5291228,-122.6368274
Canna Daddy'S,Portland,Multnomah,17020 Se Division St.,97236,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,CANNA DADDY'S,2023-05-02T00:00:00,050 1013745FADA,Recreational Retailer,050 1013745FADA,45.5044158,-122.4870106
Cannabis Corner,Portland,Multnomah,5431 Se  72Nd Ave.,97206,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,CANNABIS CORNER,2023-05-02T00:00:00,050 10052863E43,Recreational Retailer,050 10052863E43,45.48324119999999,-122.5894743
Cannabis Curb,Portland,Multnomah,"4069 Ne Mlk Jr Bvld, Unit A",97217,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,CANNABIS CURB,2023-05-02T00:00:00,050 101564175EC,Recreational Retailer,050 101564175EC,45.5530722,-122.6620222
Cannabis Liquidation Outlet,Portland,Multnomah,12015 Se Stark St,97216,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,CANNABIS LIQUIDATION OUTLET,2023-05-02T00:00:00,050 10190292D44,Recreational Retailer,050 10190292D44,45.5192296,-122.5392378
Cannasource,Portland,Multnomah,4435 Ne 148Th Ave Unit C,97230,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,CANNASOURCE,2023-05-02T00:00:00,050 10053314FB4,Recreational Retailer,050 10053314FB4,45.5551313,-122.5115181
Carefree Cannabis,Portland,Multnomah,5926 Ne Killingsworth St,97218,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,CAREFREE CANNABIS,2023-05-02T00:00:00,050 102242182F0,Recreational Retailer,050 102242182F0,45.56256519999999,-122.6014242
Chalice Farms,Portland,Multnomah,"13315 Ne Airport Way, 700A",97230,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,CHALICE FARMS,2023-05-02T00:00:00,050 1007988A80E,Recreational Retailer,050 1007988A80E,45.56331549999999,-122.5256061
Chalice Farms,Portland,Multnomah,5333 Se Powell Blvd,97206,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,CHALICE FARMS,2023-05-02T00:00:00,050 1007988A80E,Recreational Retailer,050 1007988A80E,45.4977415,-122.6073051
Chalice Farms,Portland,Multnomah,823 Sw Naito Parkway,97204,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,CHALICE FARMS,2023-05-02T00:00:00,050 1007988A80E,Recreational Retailer,050 1007988A80E,45.5164783,-122.6734059
Chalice Farms,Portland,Multnomah,6330 Sw Beaverton Hillsdale Hwy,97221,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,CHALICE FARMS,2023-05-02T00:00:00,050 1007988A80E,Recreational Retailer,050 1007988A80E,45.4868477,-122.7423314
Chalice Farms,Portland,Multnomah,2231 W Burnside Street,97210,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,CHALICE FARMS,2023-05-02T00:00:00,050 1007988A80E,Recreational Retailer,050 1007988A80E,45.523471,-122.697035
Chalice Farms,Portland,Multnomah,1917 Se 7Th Avenue,97214,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,CHALICE FARMS,2023-05-02T00:00:00,050 1007988A80E,Recreational Retailer,050 1007988A80E,45.5090576,-122.6590921
Chalice Farms,Portland,Multnomah,5035 Se Mcloughlin Blvd,97206,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,CHALICE FARMS,2023-05-02T00:00:00,050 1007988A80E,Recreational Retailer,050 1007988A80E,45.4861938,-122.6489631
Chronix Cannabis Dispensary,Portland,Multnomah,933 N.E. 82Nd Ave,97220,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,CHRONIX CANNABIS DISPENSARY,2023-05-02T00:00:00,050 1017648E8FD,Recreational Retailer,050 1017648E8FD,45.5297783,-122.5793942
Club Sky High,Portland,Multnomah,8957 N Lombard St.,97203,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,CLUB SKY HIGH,2023-05-02T00:00:00,050 1000235878E,Recreational Retailer,050 1000235878E,45.5922812,-122.756702
Cookies,Portland,Multnomah,7916 Se Division St,97206,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,COOKIES,2023-05-02T00:00:00,050 1007334E153,Recreational Retailer,050 1007334E153,45.5051122,-122.5814226
Cookies Halsey,Portland,Multnomah,16102 Ne Halsey Street,97230,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,COOKIES HALSEY,2023-05-02T00:00:00,050 1017100AA13,Recreational Retailer,050 1017100AA13,45.5337895,-122.49692
Couch Street Llc,Portland,Multnomah,105 Ne 8Th Ave.,97232,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,COUCH STREET LLC,2023-05-02T00:00:00,050 1022846D477,Recreational Retailer,050 1022846D477,45.52394229999999,-122.6580567
Cultiv8,Portland,Multnomah,5230 Se 52Nd Ave,97206,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,CULTIV8 ,2023-05-02T00:00:00,050 1021983EA8C,Recreational Retailer,050 1021983EA8C,45.4847723,-122.6085779
Curaleaf,Portland,Multnomah,5103 Ne Fremont St,97213,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,CURALEAF,2023-05-02T00:00:00,050 1004610DCA2,Recreational Retailer,050 1004610DCA2,45.548403,-122.6100834
Cured Green,Portland,Multnomah,3715 N Lombard St Ste. B,97217,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,CURED GREEN,2023-05-02T00:00:00,050 10050430383,Recreational Retailer,050 10050430383,45.5772944,-122.7050846
Deanz Greenz,Portland,Multnomah,10415 Ne Sandy Blvd.,97220,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,DEANZ GREENZ,2023-05-02T00:00:00,050 1003518CE3D,Recreational Retailer,050 1003518CE3D,45.5591436,-122.5553693
Deanz Greenz,Portland,Multnomah,5625 B Se 85Th Avenue,97266,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,DEANZ GREENZ,2023-05-02T00:00:00,050 1003518CE3D,Recreational Retailer,050 1003518CE3D,45.4817457,-122.5761738
Deanz Greenz,Portland,Multnomah,14154 Se Division St,97236,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,DEANZ GREENZ,2023-05-02T00:00:00,050 1003518CE3D,Recreational Retailer,050 1003518CE3D,45.5038737,-122.5172789
Diem,Portland,Multnomah,5903 Se Milwaukie Ave,97202,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,DIEM,2023-05-02T00:00:00,050 10070593E9E,Recreational Retailer,050 10070593E9E,45.4798856,-122.6497667
Diem,Portland,Multnomah,851 Ne Columbia Blvd.,97211,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,DIEM,2023-05-02T00:00:00,050 10070593E9E,Recreational Retailer,050 10070593E9E,45.5798433,-122.6562983
Doctor'S Orders,Portland,Multnomah,3424 Ne 82Nd Ave,97220,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,DOCTOR'S ORDERS,2023-05-02T00:00:00,050 1005063D72C,Recreational Retailer,050 1005063D72C,45.5475428,-122.5784395
Eden,Portland,Multnomah,7420 Ne Sandy Boulevard,97213,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,EDEN,2023-05-02T00:00:00,050 100374466A6,Recreational Retailer,050 100374466A6,45.549004,-122.5864769
Eden,Portland,Multnomah,11309 Ne Holman St,97220,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,EDEN,2023-05-02T00:00:00,050 100374466A6,Recreational Retailer,050 100374466A6,45.5685043,-122.5463201
Eden,Portland,Multnomah,128 Se 12Th Ave.,97214,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,EDEN,2023-05-02T00:00:00,050 100374466A6,Recreational Retailer,050 100374466A6,45.52177,-122.6532656
Eden,Portland,Multnomah,4124 Se 60Th Ave. Suite B,97220,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,EDEN,2023-05-02T00:00:00,050 100374466A6,Recreational Retailer,050 100374466A6,45.4927267,-122.6016043
Electric Lettuce Alberta,Portland,Multnomah,1313 Ne Alberta St,97211,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,ELECTRIC LETTUCE ALBERTA,2023-05-02T00:00:00,050 1013239D34B,Recreational Retailer,050 1013239D34B,45.5592402,-122.6522682
Electric Lettuce Foster-Powell,Portland,Multnomah,"5522 Se Foster Road,",97206,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,ELECTRIC LETTUCE FOSTER-POWELL,2023-05-02T00:00:00,050 10140374FF8,Recreational Retailer,050 10140374FF8,45.4940022,-122.6058696
Electric Lettuce Holgate,Portland,Multnomah,12131 Se Holgate Blvd,97266,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,ELECTRIC LETTUCE HOLGATE,2023-05-02T00:00:00,050 1012021E786,Recreational Retailer,050 1012021E786,45.4899659,-122.5382728
Electric Lettuce Lloyd District,Portland,Multnomah,203 Ne Weidler St.,97232,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,ELECTRIC LETTUCE LLOYD DISTRICT,2023-05-02T00:00:00,050 1001702682A,Recreational Retailer,050 1001702682A,45.5345115,-122.6634883
Electric Lettuce Montavilla,Portland,Multnomah,7201 Ne Glisan St. Suite D,97213,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,ELECTRIC LETTUCE MONTAVILLA ,2023-05-02T00:00:00,050 1014039487F,Recreational Retailer,050 1014039487F,45.5266701,-122.5884152
Electric Lettuce Old Town,Portland,Multnomah,214 Nw Couch Street,97209,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,ELECTRIC LETTUCE OLD TOWN,2023-05-02T00:00:00,050 1014530D0F6,Recreational Retailer,050 1014530D0F6,45.5236856,-122.6728254
Electric Lettuce Sellwood,Portland,Multnomah,7703 Se 13Th Ave.,97202,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,ELECTRIC LETTUCE SELLWOOD,2023-05-02T00:00:00,050 101478142AC,Recreational Retailer,050 101478142AC,45.4691457,-122.6531851
Farma,Portland,Multnomah,916 Se Hawthorne Blvd.,97214,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,FARMA,2023-05-02T00:00:00,050 1013305B57E,Recreational Retailer,050 1013305B57E,45.5120885,-122.6562814
Fidus Pdx,Portland,Multnomah,7501 Sw Capitol Hwy,97219,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,FIDUS PDX,2023-05-02T00:00:00,050 100930492A3,Recreational Retailer,050 100930492A3,45.4702303,-122.7079607
Five Zero Trees Portland East,Portland,Multnomah,10209-02 Se Division Ave.,97266,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,FIVE ZERO TREES PORTLAND EAST ,2023-05-02T00:00:00,050 1014058379E,Recreational Retailer,050 1014058379E,45.5052927,-122.5584063
Five Zero Trees Portland West,Portland,Multnomah,5336 Sw Beaverton-Hillsdale Hwy.,97221,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,FIVE ZERO TREES PORTLAND WEST,2023-05-02T00:00:00,050 10140556CE8,Recreational Retailer,050 10140556CE8,45.4866973,-122.7323812
Floyd'S,Portland,Multnomah,2515 Nw Nicolai,97210,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,FLOYD'S,2023-05-02T00:00:00,050 1011662585D,Recreational Retailer,050 1011662585D,45.540868,-122.7041316
Floyd'S,Portland,Multnomah,10561 Se Division,97266,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,FLOYD'S ,2023-05-02T00:00:00,050 1011662585D,Recreational Retailer,050 1011662585D,45.5044558,-122.5540835
Floyd'S Fine Cannabis,Portland,Multnomah,5217 Se 28Th Ave,97202,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,FLOYD'S FINE CANNABIS,2023-05-02T00:00:00,050 10068514E68,Recreational Retailer,050 10068514E68,45.48507600000001,-122.637784
Floyd'S Fine Cannabis,Portland,Multnomah,5944 Ne Sandy Blvd,97213,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,FLOYD'S FINE CANNABIS,2023-05-02T00:00:00,050 10068514E68,Recreational Retailer,050 10068514E68,45.543205,-122.6016779
Floyd'S Fine Cannabis,Portland,Multnomah,801 Ne Broadway,97232,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,FLOYD'S FINE CANNABIS,2023-05-02T00:00:00,050 10068514E68,Recreational Retailer,050 10068514E68,45.53527769999999,-122.6573773
Floyd'S Fine Cannabis,Portland,Multnomah,1602 N Columbia,97217,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,FLOYD'S FINE CANNABIS,2023-05-02T00:00:00,050 10068514E68,Recreational Retailer,050 10068514E68,45.5846909,-122.6832747
Gnome Grown Oregon,Portland,Multnomah,5012 Ne 28Th Ave,97211,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,GNOME GROWN OREGON,2023-05-02T00:00:00,050 1014882C655,Recreational Retailer,050 1014882C655,45.5592853,-122.6365833
Gram Central Station,Portland,Multnomah,6430 Ne Martin Luther King Jr Blvd,97211,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,GRAM CENTRAL STATION,2023-05-02T00:00:00,050 1003433A4EA,Recreational Retailer,050 1003433A4EA,45.5695092,-122.6609446
